,id,count,model,trade_count,winning_ratio,mean_gain,mean_loss,payoff_ratio,sum_gain,sum_loss,profit_factor,
1,105560,50,dt,32,0.53125,1494.117647,1166.666667,1.280672269,25400,17500,1.451428571,
2,105560,50,rf,35,0.4,1971.428571,1021.052632,1.93078056,27600,19400,1.422680412,
3,105560,50,xg,30,0.433333333,1184.615385,1364.705882,0.868037135,15400,23200,0.663793103,
0,105560,100,lg,22,0.727272727,1300,1080,1.203703704,20800,5400,3.851851852,
1,105560,100,dt,24,0.333333333,2737.5,1262.5,2.168316832,21900,20200,1.084158416,
2,105560,100,rf,45,0.488888889,918.1818182,1465,0.626745268,20200,29300,0.689419795,
3,105560,100,xg,32,0.46875,1480,853.3333333,1.734375,22200,12800,1.734375,
0,105560,150,lg,22,0.727272727,1200,1033.333333,1.161290323,19200,6200,3.096774194,
1,105560,150,dt,32,0.65625,985.7142857,2388.888889,0.412624585,20700,21500,0.962790698,
2,105560,150,rf,46,0.47826087,1059.090909,1600,0.661931818,23300,36800,0.633152174,
3,105560,150,xg,27,0.592592593,1325,1300,1.019230769,21200,14300,1.482517483,
0,105560,200,lg,21,0.714285714,1346.666667,1200,1.122222222,20200,7200,2.805555556,
1,105560,200,dt,15,0.6,2055.555556,2033.333333,1.010928962,18500,12200,1.516393443,
2,105560,200,rf,33,0.454545455,1900,1361.111111,1.395918367,28500,24500,1.163265306,
3,105560,200,xg,29,0.482758621,1500,800,1.875,21000,12000,1.75,
0,105560,250,lg,21,0.714285714,1206.666667,933.3333333,1.292857143,18100,5600,3.232142857,
1,105560,250,dt,16,0.625,2070,1500,1.38,20700,9000,2.3,
2,105560,250,rf,23,0.434782609,2490,1669.230769,1.491705069,24900,21700,1.147465438,
3,105560,250,xg,31,0.483870968,1346.666667,700,1.923809524,20200,10500,1.923809524,
0,012330,20,lg,23,0.47826087,1545.454545,2225,0.694586313,17000,26700,0.63670412,2.640350877
1,012330,20,dt,18,0.388888889,2114.285714,1381.818182,1.530075188,14800,15200,0.973684211,
2,012330,20,rf,43,0.372093023,1462.5,1220,1.198770492,23400,30500,0.767213115,
3,012330,20,xg,35,0.514285714,1205.555556,1552.941176,0.776304714,21700,26400,0.821969697,
0,012330,50,lg,7,0.714285714,1060,1800,0.588888889,5300,3600,1.472222222,
1,012330,50,dt,13,0.538461538,1842.857143,3033.333333,0.607535322,12900,18200,0.708791209,
2,012330,50,rf,35,0.485714286,1452.941176,1061.111111,1.369263936,24700,19100,1.293193717,
3,012330,50,xg,24,0.291666667,2200,1050,2.095238095,15400,16800,0.916666667,
0,012330,100,lg,23,0.434782609,1910,1133.333333,1.685294118,19100,13600,1.404411765,
1,012330,100,dt,41,0.341463415,1357.142857,1062.5,1.277310924,19000,25500,0.745098039,
2,012330,100,rf,33,0.424242424,1878.571429,1005.555556,1.868192581,26300,18100,1.453038674,
3,012330,100,xg,33,0.484848485,1781.25,876.4705882,2.032298658,28500,14900,1.912751678,
0,012330,150,lg,18,0.5,1477.777778,1155.555556,1.278846154,13300,10400,1.278846154,
1,012330,150,dt,30,0.266666667,2462.5,1725,1.427536232,19700,34500,0.571014493,
2,012330,150,rf,30,0.4,1558.333333,1577.777778,0.987676056,18700,28400,0.658450704,
3,012330,150,xg,30,0.466666667,2150,814.2857143,2.640350877,30100,11400,2.640350877,
0,012330,200,lg,14,0.571428571,1550,1516.666667,1.021978022,12400,9100,1.362637363,
1,012330,200,dt,11,0.454545455,1440,3566.666667,0.403738318,7200,21400,0.336448598,
2,012330,200,rf,26,0.384615385,1900,2007.142857,0.946619217,19000,28100,0.676156584,
3,012330,200,xg,26,0.5,1938.461538,1091.666667,1.775689959,25200,13100,1.923664122,
0,012330,250,lg,17,0.470588235,1887.5,1588.888889,1.187937063,15100,14300,1.055944056,
1,012330,250,dt,23,0.47826087,1718.181818,1654.545455,1.038461538,18900,18200,1.038461538,
2,012330,250,rf,23,0.391304348,2300,1528.571429,1.504672897,20700,21400,0.96728972,
3,012330,250,xg,29,0.448275862,1700,873.3333333,1.946564885,22100,13100,1.687022901,
0,096770,20,lg,27,0.444444444,1225,1440,0.850694444,14700,21600,0.680555556,2.316455696
1,096770,20,dt,18,0.611111111,1663.636364,1128.571429,1.47410817,18300,7900,2.316455696,
2,096770,20,rf,41,0.585365854,1275,1147.058824,1.111538462,30600,19500,1.569230769,
3,096770,20,xg,31,0.419354839,1438.461538,831.25,1.730480046,18700,13300,1.406015038,
0,096770,50,lg,12,0.416666667,560,1800,0.311111111,2800,10800,0.259259259,
1,096770,50,dt,22,0.409090909,1500,1958.333333,0.765957447,13500,23500,0.574468085,
2,096770,50,rf,33,0.393939394,1492.307692,910.5263158,1.638950645,19400,17300,1.121387283,
3,096770,50,xg,31,0.35483871,1563.636364,921.0526316,1.697662338,17200,17500,0.982857143,
0,096770,100,lg,22,0.318181818,871.4285714,1225,0.711370262,6100,14700,0.414965986,
1,096770,100,dt,17,0.470588235,1687.5,1400,1.205357143,13500,11200,1.205357143,
2,096770,100,rf,38,0.447368421,1241.176471,1280,0.969669118,21100,25600,0.82421875,
3,096770,100,xg,31,0.35483871,1381.818182,958.8235294,1.441160067,15200,16300,0.932515337,
0,096770,150,lg,21,0.380952381,775,1411.111111,0.549212598,6200,12700,0.488188976,
1,096770,150,dt,24,0.458333333,1436.363636,1590.909091,0.902857143,15800,17500,0.902857143,
2,096770,150,rf,33,0.454545455,1566.666667,1135.294118,1.379965458,23500,19300,1.21761658,
3,096770,150,xg,41,0.512195122,885.7142857,1100,0.805194805,18600,18700,0.994652406,
0,096770,200,lg,19,0.526315789,720,1411.111111,0.51023622,7200,12700,0.566929134,
1,096770,200,dt,14,0.642857143,2011.111111,2520,0.798059965,18100,12600,1.436507937,
2,096770,200,rf,17,0.529411765,1555.555556,2371.428571,0.655957162,14000,16600,0.843373494,
3,096770,200,xg,25,0.4,1610,1026.666667,1.568181818,16100,15400,1.045454545,
0,096770,250,lg,18,0.444444444,850,1687.5,0.503703704,6800,13500,0.503703704,
1,096770,250,dt,14,0.428571429,2733.333333,2662.5,1.026604069,16400,21300,0.769953052,
2,096770,250,rf,22,0.454545455,1410,1636.363636,0.861666667,14100,18000,0.783333333,
3,096770,250,xg,31,0.35483871,1272.727273,647.3684211,1.966001478,14000,12300,1.138211382,
0,055550,20,lg,31,0.612903226,1384.210526,1245.454545,1.111409912,26300,13700,1.919708029,2.695652174
1,055550,20,dt,21,0.428571429,1266.666667,1063.636364,1.190883191,11400,11700,0.974358974,
2,055550,20,rf,33,0.575757576,1294.736842,835.7142857,1.54925776,24600,11700,2.102564103,
3,055550,20,xg,29,0.620689655,1311.111111,1400,0.936507937,23600,14000,1.685714286,
0,055550,50,lg,9,0.444444444,1250,3780,0.330687831,5000,18900,0.264550265,
1,055550,50,dt,27,0.481481481,1784.615385,1684.615385,1.059360731,23200,21900,1.059360731,
2,055550,50,rf,38,0.526315789,1220,1127.777778,1.081773399,24400,20300,1.201970443,
3,055550,50,xg,24,0.416666667,680,1492.857143,0.455502392,6800,20900,0.325358852,
0,055550,100,lg,24,0.5,1458.333333,1127.272727,1.293682796,17500,12400,1.411290323,
1,055550,100,dt,23,0.565217391,1869.230769,1600,1.168269231,24300,12800,1.8984375,
2,055550,100,rf,39,0.615384615,1429.166667,1500,0.952777778,34300,22500,1.524444444,
3,055550,100,xg,27,0.481481481,1161.538462,1200,0.967948718,15100,14400,1.048611111,
0,055550,150,lg,23,0.565217391,1223.076923,1055.555556,1.158704453,15900,9500,1.673684211,
1,055550,150,dt,19,0.315789474,3100,1209.090909,2.563909774,18600,13300,1.398496241,
2,055550,150,rf,33,0.545454545,1783.333333,1520,1.173245614,32100,22800,1.407894737,
3,055550,150,xg,28,0.428571429,1175,1013.333333,1.159539474,14100,15200,0.927631579,
0,055550,200,lg,27,0.592592593,1550,920,1.684782609,24800,9200,2.695652174,
1,055550,200,dt,17,0.529411765,2400,2028.571429,1.183098592,21600,14200,1.521126761,
2,055550,200,rf,32,0.375,2083.333333,1221.052632,1.706178161,25000,23200,1.077586207,
3,055550,200,xg,26,0.461538462,1150,1569.230769,0.732843137,13800,20400,0.676470588,
0,055550,250,lg,20,0.45,1111.111111,1036.363636,1.072124756,10000,11400,0.877192982,
1,055550,250,dt,26,0.461538462,1183.333333,1307.142857,0.905282332,14200,18300,0.775956284,
2,055550,250,rf,24,0.458333333,1418.181818,1484.615385,0.955252002,15600,19300,0.808290155,
3,055550,250,xg,36,0.305555556,1109.090909,1171.428571,0.946784922,12200,24600,0.495934959,
0,034730,20,lg,31,0.516129032,1200,1292.857143,0.928176796,19200,18100,1.060773481,2.488095238
1,034730,20,dt,18,0.333333333,1716.666667,2030,0.845648604,10300,20300,0.507389163,
2,034730,20,rf,39,0.41025641,937.5,1204.545455,0.778301887,15000,26500,0.566037736,
3,034730,20,xg,45,0.466666667,1266.666667,1469.565217,0.861932939,26600,33800,0.786982249,
0,034730,50,lg,8,0.375,2366.666667,2240,1.056547619,7100,11200,0.633928571,
1,034730,50,dt,16,0.375,2116.666667,1890,1.119929453,12700,18900,0.671957672,
2,034730,50,rf,25,0.44,1590.909091,1346.153846,1.181818182,17500,17500,1,
3,034730,50,xg,22,0.545454545,1883.333333,1244.444444,1.513392857,22600,11200,2.017857143,
0,034730,100,lg,26,0.423076923,1254.545455,1492.857143,0.840365376,13800,20900,0.660287081,
1,034730,100,dt,34,0.617647059,1571.428571,1516.666667,1.03610675,33000,18200,1.813186813,
2,034730,100,rf,28,0.571428571,1143.75,1500,0.7625,18300,18000,1.016666667,
3,034730,100,xg,29,0.448275862,1215.384615,1006.25,1.207835643,15800,16100,0.98136646,
0,034730,150,lg,23,0.391304348,1066.666667,1461.538462,0.729824561,9600,19000,0.505263158,
1,034730,150,dt,28,0.428571429,1766.666667,1406.666667,1.255924171,21200,21100,1.004739336,
2,034730,150,rf,30,0.6,1355.555556,1950,0.695156695,24400,23400,1.042735043,
3,034730,150,xg,27,0.518518519,1892.857143,876.9230769,2.158521303,26500,11400,2.324561404,
0,034730,200,lg,20,0.3,1183.333333,1825,0.648401826,7100,21900,0.324200913,
1,034730,200,dt,13,0.384615385,1080,1200,0.9,5400,9600,0.5625,
2,034730,200,rf,14,0.5,1357.142857,1471.428571,0.922330097,9500,10300,0.922330097,
3,034730,200,xg,26,0.615384615,1306.25,933.3333333,1.399553571,20900,8400,2.488095238,
0,034730,250,lg,23,0.347826087,1125,1421.428571,0.791457286,9000,19900,0.452261307,
1,034730,250,dt,28,0.535714286,1633.333333,1608.333333,1.015544041,24500,19300,1.269430052,
2,034730,250,rf,26,0.384615385,1850,1206.25,1.533678756,18500,19300,0.958549223,
3,034730,250,xg,20,0.4,675,1045.454545,0.645652174,5400,11500,0.469565217,
0,066570,20,lg,25,0.48,2058.333333,2030.769231,1.013573232,24700,26400,0.935606061,1.945121951
1,066570,20,dt,9,0.444444444,1950,3220,0.605590062,7800,16100,0.48447205,
2,066570,20,rf,28,0.5,1400,1515.384615,0.923857868,19600,19700,0.994923858,
3,066570,20,xg,36,0.583333333,1338.095238,1107.142857,1.208602151,28100,15500,1.812903226,
0,066570,50,lg,11,0.272727273,800,875,0.914285714,2400,7000,0.342857143,
1,066570,50,dt,34,0.441176471,1560,1011.111111,1.542857143,23400,18200,1.285714286,
2,066570,50,rf,40,0.525,1019.047619,1058.823529,0.962433862,21400,18000,1.188888889,
3,066570,50,xg,15,0.466666667,1871.428571,1125,1.663492063,13100,9000,1.455555556,
0,066570,100,lg,26,0.423076923,1254.545455,1693.333333,0.7408733,13800,25400,0.543307087,
1,066570,100,dt,30,0.4,1191.666667,1729.411765,0.689058957,14300,29400,0.486394558,
2,066570,100,rf,39,0.307692308,1216.666667,988,1.231443995,14600,24700,0.591093117,
3,066570,100,xg,31,0.419354839,1023.076923,911.1111111,1.122889306,13300,16400,0.81097561,
0,066570,150,lg,23,0.434782609,1330,1792.307692,0.742060086,13300,23300,0.570815451,
1,066570,150,dt,28,0.428571429,1466.666667,1946.666667,0.753424658,17600,29200,0.602739726,
2,066570,150,rf,36,0.305555556,1154.545455,1166.666667,0.98961039,12700,28000,0.453571429,
3,066570,150,xg,35,0.428571429,1093.333333,1042.105263,1.049158249,16400,19800,0.828282828,
0,066570,200,lg,22,0.409090909,1377.777778,1900,0.725146199,12400,24700,0.502024291,
1,066570,200,dt,17,0.294117647,1500,2233.333333,0.671641791,7500,26800,0.279850746,
2,066570,200,rf,29,0.413793103,1158.333333,1362.5,0.850152905,13900,21800,0.637614679,
3,066570,200,xg,31,0.290322581,2322.222222,1033.333333,2.247311828,20900,21700,0.963133641,
0,066570,250,lg,24,0.458333333,1481.818182,1630.769231,0.908662093,16300,21200,0.768867925,
1,066570,250,dt,16,0.4375,1414.285714,1962.5,0.720655141,9900,15700,0.630573248,
2,066570,250,rf,27,0.37037037,930,1337.5,0.695327103,9300,21400,0.434579439,
3,066570,250,xg,40,0.425,1876.470588,780.952381,2.402797704,31900,16400,1.945121951,
0,015760,20,lg,22,0.681818182,1633.333333,1342.857143,1.216312057,24500,9400,2.606382979,4.465116279
1,015760,20,dt,12,0.5,1016.666667,1216.666667,0.835616438,6100,7300,0.835616438,
2,015760,20,rf,37,0.567567568,890.4761905,1121.428571,0.794055202,18700,15700,1.191082803,
3,015760,20,xg,30,0.533333333,1125,1576.923077,0.713414634,18000,20500,0.87804878,
0,015760,50,lg,10,0.6,2283.333333,3375,0.67654321,13700,13500,1.014814815,
1,015760,50,dt,12,0.333333333,1300,1125,1.155555556,5200,9000,0.577777778,
2,015760,50,rf,24,0.416666667,1770,1064.285714,1.663087248,17700,14900,1.187919463,
3,015760,50,xg,17,0.352941176,1433.333333,1109.090909,1.292349727,8600,12200,0.704918033,
0,015760,100,lg,19,0.526315789,1870,1055.555556,1.771578947,18700,9500,1.968421053,
1,015760,100,dt,28,0.428571429,2441.666667,1662.5,1.468671679,29300,26600,1.101503759,
2,015760,100,rf,51,0.549019608,1253.571429,1128.571429,1.110759494,35100,23700,1.481012658,
3,015760,100,xg,23,0.304347826,685.7142857,1414.285714,0.484848485,4800,19800,0.242424242,
0,015760,150,lg,15,0.6,1677.777778,1066.666667,1.572916667,15100,6400,2.359375,
1,015760,150,dt,21,0.476190476,1560,2080,0.75,15600,20800,0.75,
2,015760,150,rf,35,0.714285714,1308,2183.333333,0.599083969,32700,13100,2.496183206,
3,015760,150,xg,28,0.357142857,1260,1106.25,1.138983051,12600,17700,0.711864407,
0,015760,200,lg,16,0.8125,1476.923077,1433.333333,1.030411449,19200,4300,4.465116279,
1,015760,200,dt,25,0.44,2227.272727,1669.230769,1.33431085,24500,21700,1.129032258,
2,015760,200,rf,33,0.606060606,1295,1007.692308,1.285114504,25900,13100,1.977099237,
3,015760,200,xg,20,0.35,1785.714286,858.3333333,2.080443828,12500,10300,1.213592233,
0,015760,250,lg,15,0.466666667,1800,1050,1.714285714,12600,8400,1.5,
1,015760,250,dt,28,0.428571429,916.6666667,1331.25,0.6885759,11000,21300,0.516431925,
2,015760,250,rf,21,0.571428571,1383.333333,1488.888889,0.929104478,16600,13400,1.23880597,
3,015760,250,xg,14,0.571428571,1387.5,2300,0.60326087,11100,13800,0.804347826,
0,034020,20,lg,29,0.413793103,1758.333333,1081.25,1.626204239,21100,17300,1.219653179,1.902597403
1,034020,20,dt,3,0.333333333,1200,4750,0.252631579,1200,9500,0.126315789,
2,034020,20,rf,40,0.475,1542.105263,905.8823529,1.702323992,29300,15400,1.902597403,
3,034020,20,xg,27,0.481481481,1353.846154,1028.571429,1.316239316,17600,14400,1.222222222,
0,034020,50,lg,9,0.333333333,2100,680,3.088235294,6300,3400,1.852941176,
1,034020,50,dt,27,0.407407407,827.2727273,920,0.899209486,9100,13800,0.65942029,
2,034020,50,rf,29,0.448275862,1423.076923,1050,1.355311355,18500,16800,1.101190476,
3,034020,50,xg,29,0.517241379,1313.333333,1041.666667,1.2608,19700,12500,1.576,
0,034020,100,lg,8,0.625,2380,3633.333333,0.655045872,11900,10900,1.091743119,
1,034020,100,dt,19,0.473684211,1644.444444,1930,0.852043754,14800,19300,0.766839378,
2,034020,100,rf,24,0.5,1141.666667,1510,0.75607064,13700,15100,0.907284768,
3,034020,100,xg,23,0.52173913,1008.333333,1680,0.600198413,12100,16800,0.720238095,
0,034020,150,lg,7,0.571428571,2850,3500,0.814285714,11400,10500,1.085714286,
1,034020,150,dt,25,0.56,1685.714286,2600,0.648351648,23600,18200,1.296703297,
2,034020,150,rf,20,0.3,1533.333333,1357.142857,1.129824561,9200,19000,0.484210526,
3,034020,150,xg,31,0.516129032,1200,1478.571429,0.811594203,19200,20700,0.927536232,
0,034020,200,lg,9,0.555555556,2400,3100,0.774193548,12000,12400,0.967741935,
1,034020,200,dt,21,0.380952381,1737.5,1400,1.241071429,13900,16800,0.827380952,
2,034020,200,rf,23,0.565217391,1323.076923,2290,0.577762849,17200,22900,0.751091703,
3,034020,200,xg,22,0.5,1627.272727,918.1818182,1.772277228,17900,10100,1.772277228,
0,034020,250,lg,7,0.571428571,2475,2533.333333,0.976973684,9900,7600,1.302631579,
1,034020,250,dt,29,0.517241379,1446.666667,1636.363636,0.884074074,21700,18000,1.205555556,
2,034020,250,rf,16,0.375,1916.666667,1788.888889,1.071428571,11500,16100,0.714285714,
3,034020,250,xg,19,0.526315789,1620,1055.555556,1.534736842,16200,9500,1.705263158,
0,003550,20,lg,24,0.583333333,1457.142857,2140,0.680907877,20400,21400,0.953271028,2.0390625
1,003550,20,dt,13,0.538461538,828.5714286,1383.333333,0.598967298,5800,8300,0.698795181,
2,003550,20,rf,27,0.555555556,1740,1280,1.359375,26100,12800,2.0390625,
3,003550,20,xg,36,0.5,1811.111111,1338.888889,1.352697095,32600,24100,1.352697095,
0,003550,50,lg,9,0.666666667,750,2100,0.357142857,4500,6300,0.714285714,
1,003550,50,dt,20,0.25,2060,953.3333333,2.160839161,10300,14300,0.72027972,
2,003550,50,rf,28,0.428571429,1241.666667,893.75,1.389277389,14900,14300,1.041958042,
3,003550,50,xg,30,0.333333333,1550,1105.555556,1.40201005,15500,19900,0.778894472,
0,003550,100,lg,22,0.454545455,1890,1400,1.35,18900,16800,1.125,
1,003550,100,dt,22,0.409090909,1500,1916.666667,0.782608696,13500,23000,0.586956522,
2,003550,100,rf,34,0.5,1047.058824,1712.5,0.611421211,17800,27400,0.649635036,
3,003550,100,xg,39,0.538461538,1376.190476,1461.111111,0.941879413,28900,26300,1.098859316,
0,003550,150,lg,17,0.411764706,1557.142857,1350,1.153439153,10900,13500,0.807407407,
1,003550,150,dt,23,0.304347826,1971.428571,1887.5,1.044465468,13800,30200,0.456953642,
2,003550,150,rf,37,0.513513514,1031.578947,1433.333333,0.719706242,19600,25800,0.759689922,
3,003550,150,xg,32,0.4375,1457.142857,988.8888889,1.473515249,20400,17800,1.146067416,
0,003550,200,lg,18,0.444444444,1312.5,1400,0.9375,10500,14000,0.75,
1,003550,200,dt,36,0.416666667,1340,1335,1.003745318,20100,26700,0.752808989,
2,003550,200,rf,20,0.4,2000,1058.333333,1.88976378,16000,12700,1.25984252,
3,003550,200,xg,24,0.416666667,1980,928.5714286,2.132307692,19800,13000,1.523076923,
0,003550,250,lg,19,0.421052632,1600,1500,1.066666667,12800,16500,0.775757576,
1,003550,250,dt,16,0.4375,1985.714286,1500,1.323809524,13900,13500,1.02962963,
2,003550,250,rf,33,0.515151515,1417.647059,1650,0.859180036,24100,26400,0.912878788,
3,003550,250,xg,22,0.5,1918.181818,1136.363636,1.688,21100,12500,1.688,
0,003670,20,lg,27,0.444444444,1725,857.1428571,2.0125,20700,12000,1.725,1.725
1,003670,20,dt,11,0.454545455,2100,1300,1.615384615,10500,7800,1.346153846,
2,003670,20,rf,28,0.607142857,1135.294118,1018.181818,1.115021008,19300,11200,1.723214286,
3,003670,20,xg,39,0.384615385,880,1295,0.67953668,13200,25900,0.50965251,
0,003670,50,lg,9,0.444444444,1900,2600,0.730769231,7600,13000,0.584615385,
1,003670,50,dt,34,0.441176471,2173.333333,1826.315789,1.190009606,32600,34700,0.939481268,
2,003670,50,rf,36,0.25,900,1153.846154,0.78,8100,30000,0.27,
3,003670,50,xg,44,0.386363636,1323.529412,808,1.63803145,22500,20200,1.113861386,
0,003670,100,lg,17,0.235294118,1525,1208.333333,1.262068966,6100,14500,0.420689655,
1,003670,100,dt,17,0.529411765,1488.888889,1957.142857,0.760746148,13400,13700,0.97810219,
2,003670,100,rf,38,0.368421053,2114.285714,1382.608696,1.529200359,29600,31800,0.93081761,
3,003670,100,xg,33,0.515151515,1688.235294,1187.5,1.421671827,28700,19000,1.510526316,
0,003670,150,lg,18,0.277777778,1280,1866.666667,0.685714286,6400,22400,0.285714286,
1,003670,150,dt,28,0.357142857,1470,1811.764706,0.811363636,14700,30800,0.477272727,
2,003670,150,rf,30,0.466666667,1878.571429,1331.25,1.411133467,26300,21300,1.234741784,
3,003670,150,xg,29,0.448275862,1730.769231,1614.285714,1.072157931,22500,22600,0.995575221,
0,003670,200,lg,19,0.315789474,1433.333333,1669.230769,0.858678955,8600,21700,0.396313364,
1,003670,200,dt,18,0.611111111,709.0909091,2200,0.32231405,7800,15400,0.506493506,
2,003670,200,rf,23,0.47826087,836.3636364,1072.727273,0.779661017,9200,11800,0.779661017,
3,003670,200,xg,29,0.413793103,1200,1058.823529,1.133333333,14400,18000,0.8,
0,003670,250,lg,20,0.3,1516.666667,1075,1.410852713,9100,12900,0.705426357,
1,003670,250,dt,18,0.5,811.1111111,1322.222222,0.613445378,7300,11900,0.613445378,
2,003670,250,rf,24,0.416666667,1710,792.8571429,2.156756757,17100,11100,1.540540541,
3,003670,250,xg,37,0.486486486,1700,1350,1.259259259,30600,24300,1.259259259,
0,032830,20,lg,37,0.567567568,1252.380952,956.25,1.309679427,26300,15300,1.718954248,3.6
1,032830,20,dt,15,0.6,911.1111111,2060,0.442286947,8200,10300,0.796116505,
2,032830,20,rf,38,0.605263158,1069.565217,1328.571429,0.805049088,24600,18600,1.322580645,
3,032830,20,xg,31,0.612903226,1705.263158,818.1818182,2.084210526,32400,9000,3.6,
0,032830,50,lg,5,0.4,1300,2366.666667,0.549295775,2600,7100,0.366197183,
1,032830,50,dt,30,0.366666667,1718.181818,833.3333333,2.061818182,18900,15000,1.26,
2,032830,50,rf,37,0.459459459,1594.117647,1138.888889,1.399713056,27100,20500,1.32195122,
3,032830,50,xg,19,0.526315789,1710,887.5,1.926760563,17100,7100,2.408450704,
0,032830,100,lg,27,0.666666667,1150,1811.111111,0.634969325,20700,16300,1.26993865,
1,032830,100,dt,24,0.458333333,2309.090909,1550,1.48973607,25400,18600,1.365591398,
2,032830,100,rf,38,0.447368421,1705.882353,1089.473684,1.565785735,29000,20700,1.400966184,
3,032830,100,xg,24,0.541666667,1984.615385,954.5454545,2.079120879,25800,10500,2.457142857,
0,032830,150,lg,20,0.7,928.5714286,966.6666667,0.960591133,13000,5800,2.24137931,
1,032830,150,dt,31,0.387096774,2083.333333,1441.176471,1.445578231,25000,24500,1.020408163,
2,032830,150,rf,32,0.4375,2157.142857,1283.333333,1.680890538,30200,23100,1.307359307,
3,032830,150,xg,31,0.612903226,1394.736842,1266.666667,1.101108033,26500,15200,1.743421053,
0,032830,200,lg,21,0.714285714,966.6666667,1033.333333,0.935483871,14500,6200,2.338709677,
1,032830,200,dt,13,0.538461538,3700,1916.666667,1.930434783,25900,11500,2.252173913,
2,032830,200,rf,32,0.53125,1452.941176,933.3333333,1.556722689,24700,14000,1.764285714,
3,032830,200,xg,15,0.6,2388.888889,1833.333333,1.303030303,21500,11000,1.954545455,
0,032830,250,lg,16,0.5625,1177.777778,742.8571429,1.585470085,10600,5200,2.038461538,
1,032830,250,dt,17,0.588235294,2300,2114.285714,1.087837838,23000,14800,1.554054054,
2,032830,250,rf,22,0.5,1809.090909,780,2.319347319,19900,7800,2.551282051,
3,032830,250,xg,18,0.444444444,1825,1566.666667,1.164893617,14600,14100,1.035460993,
0,011200,20,lg,33,0.545454545,1205.555556,1386.666667,0.869391026,21700,20800,1.043269231,2.356521739
1,011200,20,dt,19,0.473684211,1122.222222,1410,0.795902285,10100,14100,0.716312057,
2,011200,20,rf,27,0.333333333,1155.555556,966.6666667,1.195402299,10400,14500,0.717241379,
3,011200,20,xg,26,0.5,1153.846154,1292.307692,0.892857143,15000,16800,0.892857143,
0,011200,50,lg,10,0.4,675,833.3333333,0.81,2700,5000,0.54,
1,011200,50,dt,32,0.5,806.25,1485.714286,0.542668269,12900,20800,0.620192308,
2,011200,50,rf,33,0.454545455,1286.666667,1293.333333,0.994845361,19300,19400,0.994845361,
3,011200,50,xg,23,0.565217391,915.3846154,1622.222222,0.564278188,11900,14600,0.815068493,
0,011200,100,lg,9,0.222222222,2750,928.5714286,2.961538462,5500,6500,0.846153846,
1,011200,100,dt,27,0.444444444,1675,950,1.763157895,20100,13300,1.511278195,
2,011200,100,rf,19,0.368421053,1371.428571,1711.111111,0.80148423,9600,15400,0.623376623,
3,011200,100,xg,23,0.47826087,990.9090909,1381.818182,0.717105263,10900,15200,0.717105263,
0,011200,150,lg,7,0.428571429,1800,1700,1.058823529,5400,6800,0.794117647,
1,011200,150,dt,21,0.571428571,1483.333333,1733.333333,0.855769231,17800,15600,1.141025641,
2,011200,150,rf,23,0.47826087,1236.363636,1636.363636,0.755555556,13600,18000,0.755555556,
3,011200,150,xg,22,0.363636364,737.5,1321.428571,0.558108108,5900,18500,0.318918919,
0,011200,200,lg,7,0.428571429,1800,1700,1.058823529,5400,6800,0.794117647,
1,011200,200,dt,26,0.538461538,1935.714286,958.3333333,2.019875776,27100,11500,2.356521739,
2,011200,200,rf,13,0.461538462,766.6666667,2733.333333,0.280487805,4600,16400,0.280487805,
3,011200,200,xg,26,0.461538462,1108.333333,1269.230769,0.873232323,13300,16500,0.806060606,
0,011200,250,lg,9,0.333333333,900,1683.333333,0.534653465,2700,10100,0.267326733,
1,011200,250,dt,23,0.47826087,1890.909091,800,2.363636364,20800,9600,2.166666667,
2,011200,250,rf,20,0.55,718.1818182,2311.111111,0.310751748,7900,20800,0.379807692,
3,011200,250,xg,15,0.533333333,537.5,1485.714286,0.361778846,4300,10400,0.413461538,
0,086790,20,lg,28,0.607142857,1794.117647,1140,1.57378741,30500,11400,2.675438596,3.128205128
1,086790,20,dt,27,0.296296296,2337.5,1622.222222,1.440924658,18700,29200,0.640410959,
2,086790,20,rf,52,0.423076923,1190.909091,973.3333333,1.223536737,26200,29200,0.897260274,
3,086790,20,xg,31,0.548387097,1417.647059,1271.428571,1.115003305,24100,17800,1.353932584,
0,086790,50,lg,13,0.461538462,750,2414.285714,0.310650888,4500,16900,0.266272189,
1,086790,50,dt,26,0.538461538,885.7142857,1333.333333,0.664285714,12400,16000,0.775,
2,086790,50,rf,43,0.372093023,1100,852,1.291079812,17600,21300,0.82629108,
3,086790,50,xg,32,0.34375,700,1135,0.616740088,7700,22700,0.339207048,
0,086790,100,lg,30,0.7,1414.285714,1533.333333,0.922360248,29700,13800,2.152173913,
1,086790,100,dt,38,0.394736842,1720,1152.173913,1.492830189,25800,26500,0.973584906,
2,086790,100,rf,40,0.475,1552.631579,1223.809524,1.268687282,29500,25700,1.147859922,
3,086790,100,xg,37,0.513513514,1089.473684,1117.647059,0.974792244,20700,19000,1.089473684,
0,086790,150,lg,30,0.666666667,1525,1090,1.399082569,30500,10900,2.798165138,
1,086790,150,dt,34,0.529411765,944.4444444,1543.75,0.611785875,17000,24700,0.688259109,
2,086790,150,rf,40,0.525,1666.666667,1433.333333,1.162790698,35000,25800,1.356589147,
3,086790,150,xg,26,0.538461538,1650,2118.181818,0.778969957,23100,23300,0.991416309,
